symbol,timestamp,open,high,low,close,volume,sentiment_score
AAPL,2025-07-01 10:10:00,164.39,165.03,163.77,164.42,3827,0.0
AAPL,2025-07-01 10:11:00,158.78,159.8,158.4,159.47,2395,0.0
AAPL,2025-07-01 10:12:00,155.71,156.42,154.24,155.33,4557,0.0
AAPL,2025-07-01 10:13:00,152.91,153.42,152.1,153.03,3306,0.0
AAPL,2025-07-01 10:14:00,148.77,150.77,149.4,149.44,4995,0.0
AAPL,2025-07-01 10:15:00,151.21,151.45,150.72,150.95,3274,0.0
AAPL,2025-07-01 10:16:00,149.53,149.93,148.95,149.74,4354,0.0
AAPL,2025-07-01 10:17:00,152.25,152.24,150.27,151.55,3551,0.0
AAPL,2025-07-01 10:18:00,151.15,151.52,150.38,150.44,4864,0.0
AAPL,2025-07-01 10:19:00,146.95,146.96,146.32,146.59,4175,0.0
AAPL,2025-07-01 10:20:00,145.74,146.45,145.85,146.22,2164,0.0
AAPL,2025-07-01 10:21:00,143.47,145.27,143.01,143.93,1059,0.0
AAPL,2025-07-01 10:22:00,149.42,150.95,149.86,150.1,2794,0.0
AAPL,2025-07-01 10:23:00,150.23,150.88,150.75,150.81,3856,0.0
AAPL,2025-07-01 10:24:00,152.58,153.41,151.66,152.18,2765,0.0
AAPL,2025-07-01 10:25:00,154.41,155.52,153.59,154.57,4952,0.0
AAPL,2025-07-01 10:26:00,154.21,155.04,153.15,154.2,2989,0.0
AAPL,2025-07-01 10:27:00,153.02,152.84,151.9,152.8,835,0.0
AAPL,2025-07-01 10:28:00,152.61,154.42,151.92,153.18,2927,0.0
AAPL,2025-07-01 10:29:00,154.78,155.66,154.9,155.24,4413,0.0
AAPL,2025-07-01 10:30:00,153.31,154.46,152.67,153.97,3274,0.0
AAPL,2025-07-01 10:31:00,153.29,154.42,152.59,153.66,917,0.0
AAPL,2025-07-01 10:32:00,155.78,155.75,155.04,155.31,1228,0.0
AAPL,2025-07-01 10:33:00,155.53,155.41,154.2,154.77,3286,0.0
AAPL,2025-07-01 10:34:00,152.33,153.77,151.6,152.73,4632,0.0
AAPL,2025-07-01 10:35:00,156.32,157.6,155.81,156.31,4452,0.0
AAPL,2025-07-01 10:36:00,155.37,157.08,154.54,155.6,4671,0.0
AAPL,2025-07-01 10:37:00,158.49,158.99,157.82,158.28,4077,0.0
AAPL,2025-07-01 10:38:00,162.59,162.31,160.62,162.13,3722,0.0
AAPL,2025-07-01 10:39:00,165.65,167.62,165.48,166.39,3794,1.0
AAPL,2025-07-01 10:40:00,168.68,170.57,169.26,169.38,3801,0.0
AAPL,2025-07-01 10:41:00,170.49,171.97,170.7,171.1,3181,0.0
AAPL,2025-07-01 10:42:00,175.54,176.48,173.44,174.76,2180,0.0
AAPL,2025-07-01 10:43:00,175.59,176.29,174.39,175.62,3986,0.0
AAPL,2025-07-01 10:44:00,172.03,173.69,172.78,172.88,4768,0.0
AAPL,2025-07-01 10:45:00,169.11,170.12,167.88,168.86,1394,0.0
AAPL,2025-07-01 10:46:00,168.57,169.26,167.18,168.53,1323,0.0
AAPL,2025-07-01 10:47:00,178.02,178.42,176.69,178.34,2352,1.0
AAPL,2025-07-01 10:48:00,177.82,178.9,176.54,177.78,4012,0.0
AAPL,2025-07-01 10:49:00,179.18,179.51,177.51,178.83,1896,0.0
AAPL,2025-07-01 10:50:00,177.95,178.69,177.52,178.35,4968,0.0
AAPL,2025-07-01 10:51:00,175.5,177.96,174.51,176.24,1039,0.0
AAPL,2025-07-01 10:52:00,177.81,177.77,175.87,177.48,3008,0.0
AAPL,2025-07-01 10:53:00,184.33,185.87,184.03,184.18,755,0.0
AAPL,2025-07-01 10:54:00,184.51,186.24,182.91,184.74,1515,0.0
AAPL,2025-07-01 10:55:00,188.41,190.17,187.53,188.61,4658,0.0
AAPL,2025-07-01 10:56:00,190.41,190.52,188.01,189.47,2168,0.0
AAPL,2025-07-01 10:57:00,187.2,188.52,187.43,187.67,4678,0.0
AAPL,2025-07-01 10:58:00,187.31,188.67,188.12,188.16,2323,0.0
AAPL,2025-07-01 10:59:00,190.77,190.72,188.58,190.14,2665,0.0
AAPL,2025-07-01 11:00:00,192.29,192.97,190.2,191.75,3778,0.0
AAPL,2025-07-01 11:01:00,197.11,197.7,196.07,196.93,1829,0.0
AAPL,2025-07-01 11:02:00,195.71,197.13,194.22,195.91,1858,0.0
AAPL,2025-07-01 11:03:00,199.61,199.74,198.25,198.76,637,0.0
AAPL,2025-07-01 11:04:00,199.74,201.49,199.64,200.33,4800,0.0
AAPL,2025-07-01 11:05:00,200.63,200.6,198.84,200.24,3945,0.0
AAPL,2025-07-01 11:06:00,203.6,204.66,204.19,204.27,1171,0.0
AAPL,2025-07-01 11:07:00,202.4,204.46,202.26,203.35,4400,0.0
AAPL,2025-07-01 11:08:00,206.98,206.67,204.93,206.59,2253,0.0
AAPL,2025-07-01 11:09:00,205.47,205.76,204.67,205.44,2786,0.0
AAPL,2025-07-01 11:10:00,195.7,196.91,194.74,195.96,802,-1.0
AAPL,2025-07-01 11:11:00,193.38,193.08,192.67,192.96,3787,0.0
AAPL,2025-07-01 11:12:00,193.78,195.41,193.5,194.54,2031,0.0
AAPL,2025-07-01 11:13:00,190.61,192.14,191.12,191.53,2575,0.0
AAPL,2025-07-01 11:14:00,188.55,189.27,187.38,188.6,3783,0.0
AAPL,2025-07-01 11:15:00,187.76,188.36,186.22,187.32,4706,0.0
AAPL,2025-07-01 11:16:00,180.1,180.86,179.19,179.83,3239,0.0
AAPL,2025-07-01 11:17:00,175.48,174.73,174.32,174.72,4312,-1.0
AAPL,2025-07-01 11:18:00,173.66,174.33,172.47,174.03,4017,0.0
AAPL,2025-07-01 11:19:00,165.34,167.3,164.48,166.14,742,0.0
AAPL,2025-07-01 11:20:00,167.54,167.57,165.54,166.75,1145,0.0
AAPL,2025-07-01 11:21:00,169.91,170.78,169.33,169.81,4789,0.0
AAPL,2025-07-01 11:22:00,167.09,168.83,166.71,167.59,2310,0.0
AAPL,2025-07-01 11:23:00,168.84,170.4,167.96,169.54,4915,0.0
AAPL,2025-07-01 11:24:00,171.93,172.67,170.86,172.56,2539,0.0
AAPL,2025-07-01 11:25:00,166.1,167.02,166.78,166.78,4213,0.0
AAPL,2025-07-01 11:26:00,166.33,168.13,165.19,166.58,3990,0.0
AAPL,2025-07-01 11:27:00,172.27,173.23,171.18,171.53,4929,1.0
AAPL,2025-07-01 11:28:00,174.45,174.1,172.47,173.86,4143,0.0
AAPL,2025-07-01 11:29:00,172.65,174.64,172.08,173.23,1814,0.0
AAPL,2025-07-01 11:30:00,165.92,166.37,164.43,165.62,2636,0.0
AAPL,2025-07-01 11:31:00,166.97,167.44,166.19,166.85,2690,0.0
AAPL,2025-07-01 11:32:00,163.76,165.93,163.35,164.39,3610,0.0
AAPL,2025-07-01 11:33:00,165.0,165.54,162.96,164.6,2535,0.0
AAPL,2025-07-01 11:34:00,166.58,168.31,166.08,167.36,2836,0.0
AAPL,2025-07-01 11:35:00,170.09,171.69,170.12,170.77,3412,0.0
AAPL,2025-07-01 11:36:00,177.89,178.92,177.23,178.52,4219,0.0
AAPL,2025-07-01 11:37:00,175.39,176.21,173.96,175.22,594,0.0
AAPL,2025-07-01 11:38:00,188.31,188.91,187.29,188.16,3419,1.0
AAPL,2025-07-01 11:39:00,190.32,189.8,189.35,189.54,2943,0.0
AAPL,2025-07-01 11:40:00,193.68,194.39,192.82,192.87,4951,0.0
AAPL,2025-07-01 11:41:00,189.44,190.44,188.49,189.29,3556,0.0
AAPL,2025-07-01 11:42:00,189.29,191.9,188.43,190.03,2292,0.0
AAPL,2025-07-01 11:43:00,190.13,191.04,190.01,190.45,3372,0.0
AAPL,2025-07-01 11:44:00,185.01,184.46,183.84,184.45,701,0.0
AAPL,2025-07-01 11:45:00,190.4,191.46,188.83,189.71,1036,0.0
AAPL,2025-07-01 11:46:00,192.85,193.21,192.6,192.94,1454,0.0
AAPL,2025-07-01 11:47:00,193.63,193.53,191.71,192.83,4072,0.0
AAPL,2025-07-01 11:48:00,198.7,200.3,197.52,198.59,1188,1.0
AAPL,2025-07-01 11:49:00,200.87,200.81,199.17,200.68,4922,0.0
AAPL,2025-07-01 11:50:00,201.77,202.28,199.83,201.51,2832,0.0
AAPL,2025-07-01 11:51:00,201.53,201.88,199.92,200.97,1268,0.0
AAPL,2025-07-01 11:52:00,193.36,194.48,191.94,192.66,3835,0.0
AAPL,2025-07-01 11:53:00,187.97,189.42,186.08,187.92,2401,0.0
AAPL,2025-07-01 11:54:00,192.56,193.69,191.89,192.55,2990,0.0
AAPL,2025-07-01 11:55:00,183.73,184.4,183.77,184.21,4175,0.0
AAPL,2025-07-01 11:56:00,186.2,187.63,186.26,186.87,664,0.0
AAPL,2025-07-01 11:57:00,187.79,188.96,188.52,188.57,4925,0.0
AAPL,2025-07-01 11:58:00,190.61,191.02,189.2,189.84,1013,0.0
AAPL,2025-07-01 11:59:00,184.69,186.28,184.37,185.12,3690,0.0
AAPL,2025-07-01 12:00:00,177.92,177.7,175.91,177.45,4077,0.0
AAPL,2025-07-01 12:01:00,182.92,184.4,182.57,183.51,4723,0.0
AAPL,2025-07-01 12:02:00,187.36,188.58,185.76,186.74,1801,0.0
AAPL,2025-07-01 12:03:00,191.07,192.29,189.71,190.72,4298,0.0
AAPL,2025-07-01 12:04:00,189.98,191.0,190.23,190.73,2122,0.0
AAPL,2025-07-01 12:05:00,195.46,197.19,194.98,195.95,4763,0.0
AAPL,2025-07-01 12:06:00,200.48,201.35,198.72,200.64,3181,0.0
AAPL,2025-07-01 12:07:00,202.26,201.85,200.02,201.71,3863,0.0
AAPL,2025-07-01 12:08:00,206.0,205.89,203.12,205.08,1750,0.0
AAPL,2025-07-01 12:09:00,203.65,205.14,203.39,204.61,2285,0.0
AAPL,2025-07-01 12:10:00,204.88,205.6,203.92,204.63,981,0.0
AAPL,2025-07-01 12:11:00,202.39,203.18,201.04,201.97,1740,0.0
AAPL,2025-07-01 12:12:00,216.5,217.22,215.91,216.09,829,1.0
AAPL,2025-07-01 12:13:00,224.89,226.18,222.89,224.37,838,1.0
AAPL,2025-07-01 12:14:00,228.6,228.28,226.63,228.16,4226,0.0
AAPL,2025-07-01 12:15:00,229.56,231.61,228.19,230.3,900,0.0
AAPL,2025-07-01 12:16:00,243.85,246.02,241.86,243.92,2000,1.0
AAPL,2025-07-01 12:17:00,243.28,244.51,242.04,242.93,4061,0.0
AAPL,2025-07-01 12:18:00,238.68,239.78,237.45,238.82,3483,0.0
AAPL,2025-07-01 12:19:00,252.69,252.76,250.38,251.96,4087,0.0
AAPL,2025-07-01 12:20:00,253.26,255.87,253.36,253.36,810,0.0
AAPL,2025-07-01 12:21:00,256.81,257.94,257.78,257.92,4310,0.0
AAPL,2025-07-01 12:22:00,272.09,272.5,270.22,271.37,2924,0.0
AAPL,2025-07-01 12:23:00,266.85,268.84,267.12,267.89,4260,0.0
AAPL,2025-07-01 12:24:00,263.64,262.68,262.28,262.56,1204,0.0
AAPL,2025-07-01 12:25:00,257.86,261.04,256.55,258.58,1463,0.0
AAPL,2025-07-01 12:26:00,257.7,259.36,257.35,257.78,3915,0.0
AAPL,2025-07-01 12:27:00,241.48,240.98,240.57,240.69,1384,-1.0
AAPL,2025-07-01 12:28:00,251.52,252.35,250.22,250.77,4345,1.0
AAPL,2025-07-01 12:29:00,250.36,250.95,249.01,250.29,2413,0.0
AAPL,2025-07-01 12:30:00,251.5,253.07,251.11,251.19,4569,0.0
AAPL,2025-07-01 12:31:00,250.2,253.43,250.56,251.23,1880,0.0
AAPL,2025-07-01 12:32:00,253.45,254.65,254.0,254.01,1454,0.0
AAPL,2025-07-01 12:33:00,258.48,260.14,257.79,259.57,1413,0.0
AAPL,2025-07-01 12:34:00,241.72,243.15,240.23,241.55,3245,0.0
AAPL,2025-07-01 12:35:00,238.29,239.29,235.83,237.39,1812,0.0
AAPL,2025-07-01 12:36:00,241.62,243.15,240.95,241.34,4951,0.0
AAPL,2025-07-01 12:37:00,243.75,245.98,243.82,243.83,1325,0.0
AAPL,2025-07-01 12:38:00,242.01,243.25,240.01,241.24,2629,0.0
AAPL,2025-07-01 12:39:00,243.94,245.74,244.09,244.37,3617,0.0
AAPL,2025-07-01 12:40:00,243.44,245.68,242.5,243.34,4026,0.0
AAPL,2025-07-01 12:41:00,244.93,246.24,243.88,244.31,1745,0.0
AAPL,2025-07-01 12:42:00,246.37,248.29,246.64,246.75,1385,0.0
AAPL,2025-07-01 12:43:00,244.97,245.65,243.51,243.82,1186,0.0
AAPL,2025-07-01 12:44:00,250.65,252.68,249.13,251.51,4109,0.0
AAPL,2025-07-01 12:45:00,251.29,253.3,250.48,251.23,538,0.0
AAPL,2025-07-01 12:46:00,253.03,256.02,253.22,253.61,4030,0.0
AAPL,2025-07-01 12:47:00,257.64,258.79,254.11,256.59,4616,0.0
AAPL,2025-07-01 12:48:00,255.45,256.78,254.36,254.88,4463,0.0
AAPL,2025-07-01 12:49:00,262.48,265.1,261.58,262.82,1291,0.0
AAPL,2025-07-01 12:50:00,265.37,266.33,264.33,264.68,4133,0.0
AAPL,2025-07-01 12:51:00,268.4,267.64,265.91,267.15,4399,0.0
AAPL,2025-07-01 12:52:00,258.7,261.27,258.74,259.58,1516,0.0
AAPL,2025-07-01 12:53:00,262.28,263.98,262.75,262.78,1083,0.0
AAPL,2025-07-01 12:54:00,261.38,263.74,259.67,261.92,665,0.0
AAPL,2025-07-01 12:55:00,258.32,258.64,257.75,258.37,1278,0.0
AAPL,2025-07-01 12:56:00,271.58,273.38,270.64,270.84,1213,0.0
AAPL,2025-07-01 12:57:00,269.64,273.0,269.8,270.77,4544,0.0
AAPL,2025-07-01 12:58:00,273.33,274.53,272.5,274.24,605,0.0
AAPL,2025-07-01 12:59:00,269.19,270.59,267.28,268.93,2425,0.0
AAPL,2025-07-01 13:00:00,271.75,272.64,269.67,270.99,3889,0.0
AAPL,2025-07-01 13:01:00,270.24,272.32,268.89,270.11,707,0.0
AAPL,2025-07-01 13:02:00,272.74,273.63,270.65,272.33,2634,0.0
AAPL,2025-07-01 13:03:00,283.81,284.79,282.03,284.27,1249,0.0
AAPL,2025-07-01 13:04:00,283.71,285.73,282.79,284.19,1161,0.0
AAPL,2025-07-01 13:05:00,296.96,296.64,296.33,296.42,1254,0.0
AAPL,2025-07-01 13:06:00,294.71,297.45,293.1,294.96,658,0.0
AAPL,2025-07-01 13:07:00,286.56,285.29,282.7,285.17,3953,0.0
AAPL,2025-07-01 13:08:00,277.35,278.81,275.16,276.32,4311,0.0
AAPL,2025-07-01 13:09:00,286.82,288.47,286.34,287.44,1894,0.0
AAPL,2025-07-01 13:10:00,294.38,296.44,292.8,294.66,4091,0.0
AAPL,2025-07-01 13:11:00,293.04,296.48,292.53,293.97,501,0.0
AAPL,2025-07-01 13:12:00,296.81,298.99,296.74,297.23,2778,0.0
AAPL,2025-07-01 13:13:00,294.79,297.62,295.06,295.08,2540,0.0
AAPL,2025-07-01 13:14:00,304.47,307.97,303.93,305.28,3874,0.0
AAPL,2025-07-01 13:15:00,315.76,316.08,313.94,314.72,3391,0.0
AAPL,2025-07-01 13:16:00,322.73,326.62,322.08,324.23,1807,0.0
AAPL,2025-07-01 13:17:00,330.49,331.28,326.96,329.81,4068,0.0
AAPL,2025-07-01 13:18:00,338.82,342.13,337.14,340.33,2881,0.0
AAPL,2025-07-01 13:19:00,355.93,359.43,354.98,356.1,1558,0.0
AAPL,2025-07-01 13:20:00,351.91,354.39,351.92,351.98,3240,0.0
AAPL,2025-07-01 13:21:00,353.41,353.72,350.3,352.12,4368,0.0
AAPL,2025-07-01 13:22:00,367.64,367.63,364.42,366.89,4903,0.0
AAPL,2025-07-01 13:23:00,385.17,384.89,383.39,384.29,628,1.0
AAPL,2025-07-01 13:24:00,384.97,386.52,383.14,383.57,4219,0.0
AAPL,2025-07-01 13:25:00,382.35,385.97,381.93,383.45,3572,0.0
AAPL,2025-07-01 13:26:00,375.9,381.29,376.07,377.6,1203,0.0
AAPL,2025-07-01 13:27:00,378.36,381.02,379.51,379.92,3132,0.0
AAPL,2025-07-01 13:28:00,390.49,392.26,386.18,389.29,4614,0.0
AAPL,2025-07-01 13:29:00,393.27,396.92,394.75,394.77,4212,0.0
AAPL,2025-07-01 13:30:00,385.73,388.31,383.89,386.2,1416,0.0
AAPL,2025-07-01 13:31:00,375.54,377.66,372.83,375.15,3838,0.0
AAPL,2025-07-01 13:32:00,359.59,361.63,355.43,358.35,3363,0.0
AAPL,2025-07-01 13:33:00,353.81,355.41,351.38,353.53,4899,0.0
AAPL,2025-07-01 13:34:00,359.56,359.95,355.19,358.41,1504,0.0
AAPL,2025-07-01 13:35:00,362.17,363.32,360.87,362.6,1214,0.0
AAPL,2025-07-01 13:36:00,358.52,360.39,356.4,359.29,872,0.0
AAPL,2025-07-01 13:37:00,356.68,358.84,355.32,356.29,605,0.0
AAPL,2025-07-01 13:38:00,348.25,351.2,346.88,349.36,3679,0.0
AAPL,2025-07-01 13:39:00,347.01,351.21,346.18,347.86,944,0.0
AAPL,2025-07-01 13:40:00,347.75,351.72,347.69,349.49,3438,0.0
AAPL,2025-07-01 13:41:00,358.06,361.29,357.62,359.09,3597,0.0
AAPL,2025-07-01 13:42:00,351.04,353.21,347.88,350.23,4645,0.0
AAPL,2025-07-01 13:43:00,345.19,345.98,344.64,345.45,3540,0.0
AAPL,2025-07-01 13:44:00,343.32,347.18,342.87,344.96,1161,0.0
AAPL,2025-07-01 13:45:00,351.72,354.8,352.37,352.58,1149,0.0
AAPL,2025-07-01 13:46:00,349.25,351.08,347.07,349.58,4229,0.0
AAPL,2025-07-01 13:47:00,343.54,345.18,342.32,344.82,3851,0.0
AAPL,2025-07-01 13:48:00,334.01,335.03,332.47,333.7,4948,0.0
AAPL,2025-07-01 13:49:00,336.07,339.27,337.29,337.52,3546,0.0
AAPL,2025-07-01 13:50:00,333.89,335.17,332.31,333.39,2235,0.0
AAPL,2025-07-01 13:51:00,337.72,339.36,334.77,338.13,3274,0.0
AAPL,2025-07-01 13:52:00,326.51,327.07,322.55,325.01,4119,0.0
AAPL,2025-07-01 13:53:00,319.69,322.43,318.56,320.98,3165,0.0
AAPL,2025-07-01 13:54:00,329.1,329.88,326.27,329.48,2179,0.0
AAPL,2025-07-01 13:55:00,322.41,322.33,319.39,321.55,4443,0.0
AAPL,2025-07-01 13:56:00,321.13,322.59,317.82,320.09,1512,0.0
AAPL,2025-07-01 13:57:00,317.24,318.72,316.86,317.62,2101,0.0
AAPL,2025-07-01 13:58:00,326.33,327.68,323.0,326.0,2189,0.0
AAPL,2025-07-01 13:59:00,326.54,327.6,324.69,326.32,4937,0.0
AAPL,2025-07-01 14:00:00,333.43,335.06,329.5,332.17,3729,0.0
AAPL,2025-07-01 14:01:00,316.44,317.07,316.51,317.0,572,0.0
AAPL,2025-07-01 14:02:00,321.92,322.03,318.69,321.58,4759,0.0
AAPL,2025-07-01 14:03:00,323.88,325.08,320.27,322.42,3446,0.0
AAPL,2025-07-01 14:04:00,321.87,323.09,320.46,322.09,4723,0.0
AAPL,2025-07-01 14:05:00,315.82,316.06,313.43,315.38,2994,0.0
AAPL,2025-07-01 14:06:00,309.22,309.53,306.27,309.35,2453,0.0
AAPL,2025-07-01 14:07:00,311.77,312.52,311.76,311.99,956,0.0
AAPL,2025-07-01 14:08:00,306.28,309.19,304.56,307.63,899,0.0
AAPL,2025-07-01 14:09:00,312.07,313.49,310.89,312.95,1882,0.0
AAPL,2025-07-01 14:10:00,314.99,317.12,314.65,315.95,1267,0.0
AAPL,2025-07-01 14:11:00,320.27,323.72,319.83,320.63,2264,0.0
AAPL,2025-07-01 14:12:00,320.03,319.64,317.49,319.2,3208,0.0
AAPL,2025-07-01 14:13:00,311.78,315.64,310.08,312.59,2509,0.0
AAPL,2025-07-01 14:14:00,312.41,315.19,312.25,312.55,2942,0.0
AAPL,2025-07-01 14:15:00,315.68,318.57,314.73,316.24,1045,0.0
AAPL,2025-07-01 14:16:00,306.49,307.94,305.6,307.62,2944,0.0
AAPL,2025-07-01 14:17:00,296.5,298.59,294.99,297.76,1071,0.0
AAPL,2025-07-01 14:18:00,302.29,304.0,301.95,302.63,3349,0.0
AAPL,2025-07-01 14:19:00,298.45,298.84,296.19,298.39,4426,0.0
AAPL,2025-07-01 14:20:00,311.23,312.52,307.98,310.47,4076,0.0
AAPL,2025-07-01 14:21:00,312.8,313.68,310.28,311.38,3588,0.0
AAPL,2025-07-01 14:22:00,304.37,305.86,305.03,305.33,3046,0.0
AAPL,2025-07-01 14:23:00,296.0,298.55,297.04,297.28,3923,0.0
AAPL,2025-07-01 14:24:00,303.36,304.14,302.36,302.98,859,0.0
AAPL,2025-07-01 14:25:00,301.95,306.17,301.81,303.26,2113,0.0
AAPL,2025-07-01 14:26:00,301.75,303.2,299.19,301.44,1269,0.0
AAPL,2025-07-01 14:27:00,304.25,305.99,303.82,305.65,1022,0.0
AAPL,2025-07-01 14:28:00,305.6,304.98,303.88,304.25,4197,0.0
AAPL,2025-07-01 14:29:00,298.11,302.54,297.56,299.57,1185,0.0
AAPL,2025-07-01 14:30:00,303.35,306.4,302.7,304.1,3490,0.0
AAPL,2025-07-01 14:31:00,301.01,302.13,301.0,301.97,1146,0.0
AAPL,2025-07-01 14:32:00,295.86,299.06,296.75,297.03,4037,0.0
AAPL,2025-07-01 14:33:00,317.36,320.01,315.01,317.34,1986,1.0
AAPL,2025-07-01 14:34:00,330.7,332.51,331.69,332.0,1202,0.0
AAPL,2025-07-01 14:35:00,340.1,339.75,337.65,339.21,1804,0.0
AAPL,2025-07-01 14:36:00,337.22,340.37,335.11,337.86,4062,0.0
AAPL,2025-07-01 14:37:00,331.7,334.79,330.34,332.18,3637,0.0
AAPL,2025-07-01 14:38:00,322.62,323.02,321.37,322.62,4395,0.0
AAPL,2025-07-01 14:39:00,316.76,317.41,314.31,315.54,2429,0.0
AAPL,2025-07-01 14:40:00,325.13,326.81,324.95,326.21,2585,0.0
AAPL,2025-07-01 14:41:00,321.32,323.44,321.17,321.38,3130,0.0
AAPL,2025-07-01 14:42:00,331.31,333.34,329.36,331.36,3313,0.0
AAPL,2025-07-01 14:43:00,344.71,344.98,344.52,344.72,3462,0.0
AAPL,2025-07-01 14:44:00,353.63,354.31,351.16,352.48,3474,0.0
AAPL,2025-07-01 14:45:00,347.05,349.27,347.76,347.97,1706,0.0
AAPL,2025-07-01 14:46:00,351.19,354.59,350.59,352.34,2336,0.0
AAPL,2025-07-01 14:47:00,357.01,360.33,355.96,357.33,898,0.0
AAPL,2025-07-01 14:48:00,370.26,370.97,370.78,370.87,637,0.0
AAPL,2025-07-01 14:49:00,382.46,383.54,378.8,382.39,3257,0.0
AAPL,2025-07-01 14:50:00,380.05,380.64,377.08,378.91,2503,0.0
AAPL,2025-07-01 14:51:00,365.25,370.21,363.56,366.9,3831,0.0
AAPL,2025-07-01 14:52:00,363.34,365.99,364.0,364.96,1931,0.0
AAPL,2025-07-01 14:53:00,358.76,361.22,356.41,357.74,3791,0.0
AAPL,2025-07-01 14:54:00,366.06,366.23,365.88,366.11,1340,0.0
AAPL,2025-07-01 14:55:00,364.11,365.7,361.15,364.43,1189,0.0
AAPL,2025-07-01 14:56:00,366.19,367.87,362.71,364.99,1949,0.0
AAPL,2025-07-01 14:57:00,369.4,369.56,366.75,368.83,4152,0.0
AAPL,2025-07-01 14:58:00,370.57,375.03,370.79,372.35,924,0.0
AAPL,2025-07-01 14:59:00,372.38,374.1,371.73,372.15,1097,0.0
AAPL,2025-07-01 15:00:00,375.6,377.72,374.57,375.42,4169,0.0
AAPL,2025-07-01 15:01:00,382.4,383.94,378.15,380.7,4088,0.0
AAPL,2025-07-01 15:02:00,362.02,365.64,362.38,362.78,3657,0.0
AAPL,2025-07-01 15:03:00,353.94,358.33,354.82,355.53,1110,0.0
AAPL,2025-07-01 15:04:00,351.88,353.64,347.51,350.56,3291,0.0
AAPL,2025-07-01 15:05:00,347.26,349.66,345.12,347.05,3548,0.0
AAPL,2025-07-01 15:06:00,341.09,342.66,340.6,340.96,1567,0.0
AAPL,2025-07-01 15:07:00,341.4,344.46,338.51,341.81,2926,0.0
AAPL,2025-07-01 15:08:00,343.54,343.6,341.58,342.65,975,0.0
AAPL,2025-07-01 15:09:00,332.98,333.39,330.55,332.87,2785,0.0
